"","inspection_id","license_","facility_type","risk","inspection_date","inspection_type","results","pass_flag","criticalCount","seriousCount","minorCount","pastFail","pastCritical","pastSerious","pastMinor","timeSinceLast","firstRecord","minDate","maxDate","payment_date","license_start_date","expiration_date","doing_business_as_name","address","city","state","zip_code","ward","precinct","police_district","license_description","latitude","longitude","location","criticalFound","ageAtInspection","consumption_on_premises_incidental_activity","tobacco_retail_over_counter","limited_business_license","package_goods","outdoor_patio","public_place_of_amusement","tavern","retail_food_establishment","caterers_liquor_license","filling_station","precipIntensity","temperatureMax","windSpeed","humidity","heat_burglary","heat_sanitation","heat_garbage"
"52","1110230","1043148","Grocery Store","Risk 1 (High)",2012-09-05,"Canvass","Fail",0,0,2,4,0,0,0,7,1.61369863013699,0,2006-05-16,2015-04-15,2011-03-28,2011-04-16,2013-04-15,"CARNIVAL GROCERY STORE","458 W DICKENS AVE","CHICAGO","IL","60614","43","w_43_p_19","18","Retail Food Establishment",41.9202201056737,-87.6412429212164,"(41.92022010567366, -87.64124292121636)",0,6.31232876712329,0,1,0,1,0,0,0,0,0,0,0.00384,80.9466666666667,8.77,0.753333333333333,52.5854088924383,7.22491614469988,6.80888410646885
"55","577662","1043422","Restaurant","Risk 1 (High)",2011-11-01,"Canvass","Pass",1,0,0,4,1,0,1,9,1.24383561643836,0,2006-08-16,2015-06-15,2011-05-21,2011-06-16,2013-06-15,"EL RINCON NORTENO  INC","3300 W 55TH ST","CHICAGO","IL","60632","14","w_14_p_15","8","Retail Food Establishment",41.7935877284084,-87.7060683050953,"(41.79358772840839, -87.70606830509527)",0,5.21369863013699,1,0,0,0,0,0,0,0,0,0,0.00186333333333333,55.4566666666667,8.81,0.65,15.4453882887457,15.1657935198235,55.7578650663807
"56","1202530","1043422","Restaurant","Risk 1 (High)",2012-11-26,"Canvass","Pass",1,0,0,3,0,0,0,4,1.07123287671233,0,2006-08-16,2015-06-15,2011-05-21,2011-06-16,2013-06-15,"EL RINCON NORTENO  INC","3300 W 55TH ST","CHICAGO","IL","60632","14","w_14_p_15","8","Retail Food Establishment",41.7935877284084,-87.7060683050953,"(41.79358772840839, -87.70606830509527)",0,6.28504566210046,1,0,0,0,0,0,0,0,0,0,0,40.8733333333333,13.2033333333333,0.59,12.3203565028987,9.15405153714221,22.0597681991658
"63","1329286","1043591","Restaurant","Risk 1 (High)",2013-05-13,"Canvass","Pass",1,0,0,7,0,0,0,6,1.28219178082192,0,2005-11-16,2015-10-15,2011-10-03,2011-10-16,2013-10-15,"BARBAKAN RESTAURANT","3143-3145 N CENTRAL AVE 1ST","CHICAGO","IL","60634","30","w_30_p_37","25","Retail Food Establishment",41.9380346831013,-87.7663320035548,"(41.93803468310132, -87.76633200355475)",0,7.49303652968037,1,0,0,0,0,0,0,0,0,0,0.00187666666666667,51.83,12.3,0.666666666666667,36.2907385935019,20.2917031117993,22.1916136788842
"66","1198780","1044031","Restaurant","Risk 1 (High)",2013-03-28,"Canvass","Pass",1,0,0,2,0,0,0,4,2,0,2006-05-16,2015-04-15,2011-03-28,2011-04-16,2013-04-15,"GREEN TEA JAPANESE RESTAURANT","2206 N CLARK ST","CHICAGO","IL","60614","43","w_43_p_58","18","Retail Food Establishment",41.9221460459151,-87.6385459540402,"(41.922146045915134, -87.63854595404018)",0,6.87123287671233,0,0,0,0,0,0,0,0,0,0,0,38.5433333333333,12.0266666666667,0.596666666666667,5.96713784073384,22.4519712418246,4.48259485411641
"67","1214320","1044092","Restaurant","Risk 1 (High)",2012-03-15,"Canvass","Fail",0,0,1,9,0,0,0,9,0.89041095890411,0,2006-08-16,2016-08-15,2010-08-13,2010-08-16,2012-08-15,"LALO  RESTAURANT","4126 W 26TH ST  1ST","CHICAGO","IL","60623","22","w_22_p_17","10","Retail Food Establishment",41.8443147018827,-87.7281799189661,"(41.84431470188272, -87.72817991896609)",0,5.58356164383562,1,0,0,0,0,0,0,0,0,0,0.00293333333333333,70.1433333333333,12.1266666666667,0.606666666666667,40.3303826687565,19.5277829719398,3.81533351404402
"71","1335312","1044305","Restaurant","Risk 1 (High)",2013-05-03,"Canvass","Pass",1,0,0,3,0,0,0,4,0.947945205479452,0,2006-08-16,2016-06-15,2012-05-23,2012-06-16,2014-06-15,"Kit Kat Lounge and Restaurant","3700 N HALSTED ST 1ST","CHICAGO","IL","60613","46","w_46_p_24","19","Retail Food Establishment",41.9491473374298,-87.6496898387485,"(41.94914733742978, -87.64968983874849)",0,6.71780821917808,1,0,0,0,0,0,0,0,0,0,0.00105,75.9266666666667,15.0133333333333,0.586666666666667,12.7341573118159,52.0154679851448,2.9409508393095
"82","1335229","1044796","Restaurant","Risk 1 (High)",2013-04-29,"Canvass","Pass",1,0,0,4,0,2,1,3,1.01095890410959,0,2006-08-16,2016-06-15,2012-09-12,2012-06-16,2014-06-15,"CASEY MORAN/ THE IVY","3660-3662 N CLARK ST","CHICAGO","IL","60613","44","w_44_p_50","19","Retail Food Establishment",41.9487359665451,-87.6579228891337,"(41.94873596654509, -87.65792288913369)",0,6.70684931506849,1,0,0,0,1,0,0,0,0,0,0.000963333333333333,61.9766666666667,8.74666666666667,0.623333333333333,13.9885656259105,11.1154834384446,27.3881530519437
"85","626389","1044860","Restaurant","Risk 1 (High)",2012-02-03,"Canvass","Pass",1,0,0,8,0,1,0,8,0.827397260273973,0,2006-08-16,2016-08-15,2010-08-11,2010-08-16,2012-08-15,"TAQUERIA LOS GALLOS INC","4209-4211 W 26TH ST","CHICAGO","IL","60623","22","w_22_p_6","10","Retail Food Establishment",41.8440695834106,-87.7298074736743,"(41.844069583410565, -87.72980747367433)",0,5.47134703196347,0,0,0,0,0,0,0,0,0,0,0,48.3166666666667,9.10333333333333,0.78,28.6404995045127,16.7200415305741,12.8662699586016
"90","1343338","1044988","Grocery Store","Risk 1 (High)",2013-06-20,"Canvass","Pass",1,0,0,4,0,0,0,8,0.76986301369863,0,2006-08-16,2016-08-15,2012-08-10,2012-08-16,2014-08-15,"ZAVALA'S GROCERY STORE INC","2657 S KOLIN AVE","CHICAGO","IL","60623","22","w_22_p_6","10","Retail Food Establishment",41.8424234569744,-87.7328725676993,"(41.84242345697442, -87.73287256769933)",0,6.84931506849315,0,1,0,0,0,0,0,0,0,0,0.00105333333333333,74.75,9.75666666666667,0.593333333333333,12.6308950128727,5.10833409644478,29.987221291916
"93","1174388","1045268","Restaurant","Risk 1 (High)",2012-09-12,"Canvass","Pass",1,0,0,6,0,0,0,6,0.728767123287671,0,2006-08-16,2016-08-15,2012-08-06,2012-08-16,2014-08-15,"LA CHAPPARITA GROCERY","2500 S WHIPPLE ST","CHICAGO","IL","60623","12","w_12_p_15","10","Retail Food Establishment",41.8462877524776,-87.7015619198992,"(41.846287752477586, -87.70156191989919)",0,6.07945205479452,0,1,0,0,0,0,0,0,0,0,0.00165,75.91,10.3266666666667,0.586666666666667,18.9866514594961,16.3501807121133,15.410101838448
"96","670997","1045342","Restaurant","Risk 1 (High)",2012-03-01,"Canvass","Pass w/ Conditions",0,1,0,3,0,0,0,5,1.05753424657534,0,2006-02-16,2015-01-15,2011-06-30,2011-01-16,2013-01-15,"SUBWAY SANWICH SHOP","5710 W FULLERTON AVE  1ST","CHICAGO","IL","60639","30","w_30_p_17","25","Retail Food Establishment",41.9240441741835,-87.7689409788266,"(41.92404417418351, -87.76894097882658)",1,6.04109589041096,0,0,0,0,0,0,0,0,0,0,0.00232,47.8333333333333,14.0666666666667,0.653333333333333,33.6830933831062,27.2107921115312,22.0846241686276
"97","1322080","1045342","Restaurant","Risk 1 (High)",2013-02-27,"Canvass","Pass w/ Conditions",0,0,1,2,0,0,0,3,0.975342465753425,0,2006-02-16,2015-01-15,2013-01-24,2013-01-16,2015-01-15,"SUBWAY SANWICH SHOP","5710 W FULLERTON AVE  1ST","CHICAGO","IL","60639","30","w_30_p_17","25","Retail Food Establishment",41.9240441741835,-87.7689409788266,"(41.92404417418351, -87.76894097882658)",0,7.03561643835616,0,0,0,0,0,0,0,0,0,0,0.00339,36.57,10.7566666666667,0.723333333333333,36.306327110294,22.0138864414421,36.2676593108043
"105","1227610","1045468","Restaurant","Risk 2 (Medium)",2012-10-04,"Canvass","Pass",1,0,0,7,0,0,0,6,1.62739726027397,0,2006-02-16,2016-01-15,2012-01-25,2012-01-16,2014-01-15,"MC DONALD'S","6737 S PULASKI RD  1","CHICAGO","IL","60629","13","w_13_p_44","8","Retail Food Establishment",41.7702902639118,-87.7224013240254,"(41.77029026391179, -87.72240132402544)",0,6.63550228310502,0,0,0,0,0,0,0,0,0,0,0.00170666666666667,64.8033333333333,8.52333333333333,0.703333333333333,16.5064627402175,6.4358514598,24.8642513988963
"106","519291","1045545","Grocery Store","Risk 2 (Medium)",2011-10-28,"Canvass","Fail",0,0,4,5,0,0,0,0,2,1,2006-08-16,2015-07-15,2011-06-21,2011-07-16,2013-07-15,"THRIFTY FOOD","928 W WILSON AVE 1ST","CHICAGO","IL","60640","46","w_46_p_22","19","Retail Food Establishment",41.9655577007024,-87.6535592790212,"(41.965557700702384, -87.65355927902117)",0,5.2027397260274,0,1,1,0,0,0,0,0,0,0,0.00164333333333333,59.1333333333333,12.7233333333333,0.683333333333333,27.0605707696595,23.4403369070241,0.00748404177885127
"107","659254","1045614","Restaurant","Risk 1 (High)",2011-11-08,"Canvass","Fail",0,0,3,2,0,1,1,7,1.24109589041096,0,2005-11-16,2013-11-15,2010-10-14,2009-11-16,2011-11-15,"CAFETERIA MARIANAO","2246 N MILWAUKEE AVE GROUND","CHICAGO","IL","60647","1","w_1_p_13","14","Retail Food Establishment",41.921614362232,-87.6954814291355,"(41.92161436223205, -87.6954814291355)",0,5.98082191780822,0,1,0,0,0,0,0,0,0,0,0.00159333333333333,56.4633333333333,11.56,0.656666666666667,27.0112018391053,20.6178775339632,13.3540806913478
"108","1234402","1045614","Restaurant","Risk 1 (High)",2012-08-01,"Canvass","Fail",0,0,2,6,0,0,3,3,0.701369863013699,0,2005-11-16,2013-11-15,2011-11-07,2011-11-16,2013-11-15,"CAFETERIA MARIANAO","2246 N MILWAUKEE AVE GROUND","CHICAGO","IL","60647","1","w_1_p_13","14","Retail Food Establishment",41.921614362232,-87.6954814291355,"(41.92161436223205, -87.6954814291355)",0,6.71221461187215,0,0,0,0,0,0,0,0,0,0,0.00307666666666667,84.8233333333333,8.43,0.563333333333333,23.9529998421116,26.3410206972684,36.8852084210618
"110","1146391","1045634","Restaurant","Risk 1 (High)",2013-05-02,"Canvass","Pass",1,0,0,7,0,0,0,4,0.479452054794521,0,2006-08-16,2015-06-15,2012-10-19,2011-06-16,2013-06-15,"ANGELO'S STUFFED PIZZA CORP","4850 S PULASKI RD","CHICAGO","IL","60632","14","w_14_p_28","8","Retail Food Establishment",41.8045251122108,-87.7236336047379,"(41.80452511221081, -87.72363360473794)",0,6.71506849315068,0,0,0,0,0,0,0,0,0,0,0,78.85,13.2866666666667,0.57,8.02862434300877,13.2671832500847,12.5373160606759
"111","1184229","1045770","Restaurant","Risk 2 (Medium)",2012-03-07,"Canvass","Pass",1,0,0,3,0,0,1,4,1.65205479452055,0,2006-11-16,2015-03-15,2011-03-01,2011-03-16,2013-03-15,"AUNTIE ANNIE'S PRETZELS","500 W MADISON ST","CHICAGO","IL","60661","42","w_42_p_21","1","Retail Food Establishment",41.8819943382051,-87.6397586848809,"(41.88199433820508, -87.6397586848809)",0,5.30958904109589,0,0,0,0,0,0,0,0,0,0,0,50.2666666666667,14.6366666666667,0.59,17.4778170000276,13.5054839671704,3.27664437248017
"113","1294252","1046054","Restaurant","Risk 1 (High)",2012-09-20,"Canvass","Pass",1,0,0,5,0,1,0,2,1.51506849315069,0,2006-02-16,2015-02-15,2011-02-10,2011-02-16,2013-02-15,"Chicago's Pizza","3114 N LINCOLN AVE","CHICAGO","IL","60657","32","w_32_p_10","19","Retail Food Establishment",41.9381915704451,-87.6668115645874,"(41.93819157044506, -87.66681156458738)",0,6.59714611872146,1,0,0,0,0,0,0,0,0,0,0.00227333333333333,70.6866666666667,12.75,0.576666666666667,38.3018062774589,35.1191216201996,32.193248279344
"114","1322388","1046054","Restaurant","Risk 1 (High)",2013-02-27,"Canvass","Pass",1,0,0,2,0,0,0,5,0.438356164383562,0,2006-02-16,2015-02-15,2013-02-06,2013-02-16,2015-02-15,"Chicago's Pizza","3114 N LINCOLN AVE","CHICAGO","IL","60657","32","w_32_p_10","19","Retail Food Establishment",41.9381915704451,-87.6668115645874,"(41.93819157044506, -87.66681156458738)",0,7.03561643835616,1,0,0,0,0,0,0,0,0,0,0.00339,36.57,10.7566666666667,0.723333333333333,20.788448885312,60.8066617123154,23.2971399681588
"115","1184466","1046092","Restaurant","Risk 1 (High)",2012-07-20,"Canvass","Pass",1,0,0,5,0,0,0,5,1.16986301369863,0,2006-02-16,2016-02-15,2012-01-17,2012-02-16,2014-02-15,"THE GREEN DOOR","678 N ORLEANS ST","CHICAGO","IL","60654","42","w_42_p_68","18","Retail Food Establishment",41.8947091562269,-87.6372715049327,"(41.89470915622689, -87.63727150493268)",0,6.42728310502283,1,1,0,0,0,0,0,0,0,0,0.0130866666666667,86.9633333333333,9.71666666666667,0.67,9.83349380629356,15.469265957759,0.887659068945715
"121","634945","1047081","Other","Risk 1 (High)",2011-10-13,"Canvass","Pass",1,0,0,5,0,0,0,5,0.649315068493151,0,2006-05-16,2016-04-15,2010-03-10,2010-04-16,2012-04-15,"Canteen @ Malcolm X College","1906 W VAN BUREN ST","CHICAGO","IL","60612","2","w_2_p_13","12","Retail Food Establishment",41.8763398833973,-87.674394506339,"(41.87633988339735, -87.67439450633901)",0,5.41369863013699,0,0,0,0,0,0,0,0,0,0,0.00009,73.1266666666667,6.95,0.593333333333333,8.20161216326168,2.80852661350562,1.01415765423963
"125","1106568","1047126","Grocery Store","Risk 1 (High)",2013-05-22,"Canvass","Fail",0,2,1,6,0,0,0,3,1.92054794520548,0,2006-11-16,2016-10-15,2012-09-28,2012-10-16,2014-10-15,"CASA HERNANDEZ","1725 W LUNT AVE 1ST","CHICAGO","IL","60626","49","w_49_p_39","24","Retail Food Establishment",42.0088967093671,-87.6733112305424,"(42.00889670936706, -87.67331123054235)",1,6.51769406392694,0,0,0,0,0,0,0,0,0,0,0.01517,81.7666666666667,11.94,0.623333333333333,4.55499287158603,26.8782011705924,10.1311241741783
"132","1188430","10477","Grocery Store","Risk 3 (Low)",2012-12-11,"Canvass","Pass",1,0,0,5,0,0,0,0,2,1,2006-11-16,2015-09-15,2011-08-11,2011-09-16,2013-09-15,"ALPHA FOODS & LIQUOR","2558 W LAWRENCE AVE 1ST","CHICAGO","IL","60625","47","w_47_p_1","20","Retail Food Establishment",41.9686829941581,-87.6936649867165,"(41.96868299415806, -87.69366498671654)",0,6.07397260273973,0,1,1,1,0,0,0,0,0,0,0.00303,40.7333333333333,12.62,0.81,18.3748880369283,45.2899908810835,30.3276245438639
"135","1198857","10486","Restaurant","Risk 1 (High)",2013-05-13,"Canvass","Pass",1,0,0,2,0,0,0,3,2,0,2006-05-16,2015-04-15,2013-03-11,2013-04-16,2015-04-15,"BRICKS","1909 N LINCOLN AVE  1","CHICAGO","IL","60614","43","w_43_p_37","18","Retail Food Establishment",41.9168481098103,-87.6365244655254,"(41.91684810981031, -87.6365244655254)",0,6.9972602739726,1,0,0,0,0,0,0,0,0,0,0.00187666666666667,51.83,12.3,0.666666666666667,1.55161203805173,12.1184547762585,13.9206514104644
"139","1277865","1058","Restaurant","Risk 1 (High)",2013-05-28,"Canvass","Pass w/ Conditions",0,2,0,7,0,0,1,6,1.03013698630137,0,2006-11-16,2014-11-15,2012-12-04,2012-11-16,2014-11-15,"LATIN AMERICAN REST & LOUNGE","2743 W DIVISION ST","CHICAGO","IL","60622","26","w_26_p_61","12","Retail Food Establishment",41.902821329976,-87.6961432994366,"(41.90282132997605, -87.69614329943664)",1,6.53413242009132,1,0,0,0,0,0,0,0,0,0,0.00073,60.8133333333333,7.02666666666667,0.683333333333333,33.1329343996518,19.6325493714692,7.21402422463585
"140","1227523","1060","Restaurant","Risk 1 (High)",2012-08-28,"Canvass","Pass",1,0,0,1,0,0,0,1,1.64109589041096,0,2006-02-16,2016-01-15,2012-01-07,2012-01-16,2014-01-15,"Ziggy's Side Door Pub & Deli","6158 W 63RD ST","CHICAGO","IL","60638","23","w_23_p_39","8","Retail Food Establishment",41.7778786660164,-87.7763237144748,"(41.77787866601636, -87.77632371447477)",0,6.53413242009132,0,0,1,0,0,0,1,0,0,0,0.0173333333333333,82.9,7.69666666666667,0.63,2.79383639022854,9.77079874333619,12.4417335461894
"141","1335440","1060","Restaurant","Risk 1 (High)",2013-05-09,"Canvass","Pass",1,0,0,1,0,0,0,1,0.695890410958904,0,2006-02-16,2016-01-15,2012-01-07,2012-01-16,2014-01-15,"Ziggy's Side Door Pub & Deli","6158 W 63RD ST","CHICAGO","IL","60638","23","w_23_p_39","8","Retail Food Establishment",41.7778786660164,-87.7763237144748,"(41.77787866601636, -87.77632371447477)",0,7.23002283105023,0,0,1,0,0,0,1,0,0,0,0.0000466666666666667,63.3466666666667,6.55333333333333,0.483333333333333,9.30568789860612,9.65265825868604,10.9631929076407
"143","1235844","10611","Restaurant","Risk 1 (High)",2013-06-20,"Canvass","Pass",1,0,0,4,0,0,1,4,1.33698630136986,0,2006-08-16,2015-07-15,2011-06-03,2011-07-16,2013-07-15,"TOKYO MARINA","5058-5060 N CLARK ST","CHICAGO","IL","60640","46","w_46_p_21","20","Retail Food Establishment",41.9741766284478,-87.668333208618,"(41.97417662844776, -87.66833320861801)",0,6.84931506849315,1,0,0,0,0,0,0,0,0,0,0.00105333333333333,74.75,9.75666666666667,0.593333333333333,9.08260253930016,8.5733986963538,10.5225592727527
"144","679448","1064","Restaurant","Risk 1 (High)",2012-04-03,"Canvass","Pass",1,0,0,3,0,0,1,4,0.731506849315068,0,2006-08-16,2016-08-15,2010-07-22,2010-08-16,2012-08-15,"MI TIERRA-SOUTH","2528 S KEDZIE AVE 1","CHICAGO","IL","60623","12","w_12_p_15","10","Retail Food Establishment",41.8454514140642,-87.7052142851684,"(41.845451414064215, -87.70521428516844)",0,5.63561643835616,1,0,0,0,0,1,0,0,0,0,0.00165333333333333,53.04,10.6533333333333,0.716666666666667,10.3345185597163,9.06907156086281,38.3729241930304
"147","1214889","1069067","Restaurant","Risk 1 (High)",2012-05-15,"Canvass","Pass",1,0,0,4,0,0,1,6,1.64383561643836,0,2006-11-16,2015-09-15,2011-09-02,2011-09-16,2013-09-15,"CAFE SELMARIE","4729 N LINCOLN AVE","CHICAGO","IL","60625","47","w_47_p_33","19","Retail Food Establishment",41.967406597516,-87.6876164236161,"(41.96740659751604, -87.68761642361608)",0,5.49851598173516,1,0,0,0,0,0,0,0,0,0,0.00233,69.5,8.53,0.47,25.3824405101214,20.7917042990057,25.3799507870653
"149","1098573","1069143","Other","Risk 2 (Medium)",2012-09-06,"Canvass","Fail",0,1,1,9,0,0,0,3,1.98082191780822,0,2006-02-16,2014-12-15,2010-12-13,2010-12-16,2012-12-15,"RUDY'S BAKERY","2038 W ROSCOE ST 1ST","CHICAGO","IL","60618","32","w_32_p_21","19","Retail Food Establishment",41.9433091345269,-87.6799751152525,"(41.94330913452692, -87.67997511525247)",1,6.5587899543379,0,0,0,0,0,0,0,0,0,0,0.00798333333333333,82.36,7.82333333333333,0.72,23.3392586819399,18.8541077211771,31.1077028343141
"150","1114596","1069158","Restaurant","Risk 1 (High)",2012-12-05,"Canvass","Fail",0,0,1,5,0,0,0,4,1.82465753424658,0,2006-05-16,2016-04-15,2012-03-19,2012-04-16,2014-04-15,"Palmer House Hilton","17 E MONROE ST","CHICAGO","IL","60603","42","w_42_p_9","1","Retail Food Establishment",41.8806645783961,-87.6270893644417,"(41.88066457839605, -87.6270893644417)",0,6.56175799086758,1,0,1,0,0,1,0,1,0,0,0.000466666666666667,63.8933333333333,11.79,0.703333333333333,11.7644786906721,14.1021185181208,0.189333515845696
"151","1322004","1069184","Restaurant","Risk 1 (High)",2013-02-22,"Canvass","Pass",1,0,0,5,0,0,0,4,1.21643835616438,0,2006-11-16,2016-10-15,2012-09-21,2012-10-16,2014-10-15,"GRAND CHINESE KITCHEN","1511 E 87TH ST","CHICAGO","IL","60619","8","w_8_p_58","4","Retail Food Establishment",41.7367760547666,-87.587549398872,"(41.736776054766636, -87.58754939887204)",0,6.27397260273973,0,0,0,0,0,0,0,0,0,0,0.00023,28.6666666666667,15.24,0.66,20.1344682912872,15.9986202503615,21.5617931617077
