"","inspection_id","license_","facility_type","risk","inspection_date","inspection_type","results","pass_flag","criticalCount","seriousCount","minorCount","pastFail","pastCritical","pastSerious","pastMinor","timeSinceLast","firstRecord","minDate","maxDate","payment_date","license_start_date","expiration_date","doing_business_as_name","address","city","state","zip_code","ward","precinct","police_district","license_description","latitude","longitude","location","criticalFound","ageAtInspection","consumption_on_premises_incidental_activity","tobacco_retail_over_counter","limited_business_license","package_goods","outdoor_patio","public_place_of_amusement","tavern","retail_food_establishment","caterers_liquor_license","filling_station","precipIntensity","temperatureMax","windSpeed","humidity","heat_burglary","heat_sanitation","heat_garbage"
"84","1336199","1044839","Restaurant","Risk 1 (High)",2013-06-19,"Canvass","Pass w/ Conditions",0,0,1,4,0,0,0,5,1.18356164383562,0,2006-11-16,2015-11-15,2011-11-04,2011-11-16,2013-11-15,"LIL GUYS & MY PIE TOO","2010 N DAMEN AVE","CHICAGO","IL","60647","32","w_32_p_5","14","Retail Food Establishment",41.9181053424085,-87.6777805387856,"(41.91810534240852, -87.67778053878558)",0,6.59440639269407,0,0,0,0,0,0,0,0,0,0,0.00105333333333333,78.1666666666667,10.7566666666667,0.63,73.2331694777051,67.4627575785896,22.7551455624784
"91","1229586","1045099","Restaurant","Risk 1 (High)",2012-06-13,"Canvass","Pass",1,0,0,8,0,0,1,3,0.572602739726027,0,2006-11-16,2015-11-15,2011-12-09,2011-11-16,2013-11-15,"INTERNATIONAL HOUSE OF PANCAKES","2818 W DIVERSEY AVE","CHICAGO","IL","60647","35","w_35_p_999","14","Retail Food Establishment",41.9321992376927,-87.698510354468,"(41.93219923769267, -87.69851035446803)",0,5.57796803652968,0,0,0,0,0,0,0,0,0,0,0,83.66,11.83,0.48,13.2572030768908,32.1272261467685,20.8094708434814
"92","547894","1045268","Restaurant","Risk 1 (High)",2011-12-20,"Canvass","Pass",1,0,0,6,0,0,0,11,0.73972602739726,0,2006-08-16,2016-08-15,2010-08-04,2010-08-16,2012-08-15,"LA CHAPPARITA GROCERY","2500 S WHIPPLE ST","CHICAGO","IL","60623","12","w_12_p_15","10","Retail Food Establishment",41.8462877524776,-87.7015619198992,"(41.846287752477586, -87.70156191989919)",0,5.34805936073059,0,1,1,0,0,0,0,0,0,0,0.00033,43.2266666666667,10.7166666666667,0.75,30.2234947432491,21.9275721874516,38.1248941963729
"95","1184520","1045301","Restaurant","Risk 1 (High)",2012-08-16,"Canvass","Pass",1,0,0,4,0,0,0,0,0,0,2006-05-16,2016-05-15,2012-05-07,2012-05-16,2014-05-15,"BELLY Q / URBAN BELLY II","1400 W RANDOLPH ST 1","CHICAGO","IL","60607","27","w_27_p_33","12","Retail Food Establishment",41.8842744488985,-87.6624330256578,"(41.884274448898516, -87.66243302565778)",0,6.25753424657534,1,0,0,0,0,0,0,0,0,0,0.00414333333333333,78.1666666666667,5.14,0.726666666666667,6.59127498310557,14.2042464152906,5.52886787943828
"100","1146348","1045365","Restaurant","Risk 1 (High)",2013-03-26,"Canvass","Pass",1,0,0,5,0,0,1,4,0.654794520547945,0,2006-08-16,2015-06-15,2011-05-25,2011-06-16,2013-06-15,"GOLDEN HEART RESTAURANT","4210 S ARCHER AVE 1ST","CHICAGO","IL","60632","14","w_14_p_26","9","Retail Food Establishment",41.8169352876571,-87.6998401387876,"(41.816935287657124, -87.6998401387876)",0,6.61369863013699,0,0,0,0,0,0,0,0,0,0,0.0000966666666666667,35.9933333333333,15.4033333333333,0.666666666666667,40.3593869596988,20.4409484981898,37.2874776771828
"101","1234392","1045381","Other","Risk 1 (High)",2012-07-31,"Canvass","Pass w/ Conditions",0,1,0,1,0,0,0,4,1.93972602739726,0,2006-08-16,2016-07-15,2012-12-20,2012-07-16,2014-07-15,"SOUTH SHORE HOSPITAL","8012 S CRANDON AVE 1ST","CHICAGO","IL","60617","8","w_8_p_7","4","Retail Food Establishment",41.7494506041794,-87.5687786244394,"(41.74945060417943, -87.5687786244394)",1,5.96164383561644,0,0,0,0,0,0,0,0,0,0,0,83.4533333333333,8.59666666666667,0.55,60.2078522358202,52.3027081588344,24.3151779889769
"118","1285900","10468","Restaurant","Risk 1 (High)",2012-10-16,"Canvass","Pass w/ Conditions",0,1,0,4,0,1,1,5,1.03561643835616,0,2006-05-16,2015-04-15,2011-05-10,2011-04-16,2013-04-15,"FIESTA MEXICANA RESTAURANT","2423 N LINCOLN AVE 1","CHICAGO","IL","60614","43","w_43_p_56","19","Retail Food Establishment",41.926037559991,-87.6493790845643,"(41.92603755999104, -87.64937908456434)",1,6.42465753424658,1,0,0,0,0,1,0,0,0,0,0.00882666666666666,65.01,13.8133333333333,0.753333333333333,45.0380915645769,19.9642924545084,25.3146173631652
"119","671079","1047032","Restaurant","Risk 2 (Medium)",2012-03-15,"Canvass","Fail",0,0,1,6,0,0,0,4,0.736986301369863,0,2006-11-16,2015-11-15,2011-11-15,2011-11-16,2013-11-15,"Tastee Freez","2815 W ARMITAGE AVE","CHICAGO","IL","60647","35","w_35_p_20","14","Retail Food Establishment",41.9173738800041,-87.6978415084998,"(41.917373880004064, -87.69784150849985)",0,5.33139269406393,0,0,0,0,0,0,0,0,0,0,0.00293333333333333,70.1433333333333,12.1266666666667,0.606666666666667,21.8847694145629,22.5109006449336,15.4402965970327
"122","1170282","1047081","Other","Risk 1 (High)",2012-02-29,"Canvass","Fail",0,0,1,4,0,0,0,5,0.380821917808219,0,2006-05-16,2016-04-15,2010-03-10,2010-04-16,2012-04-15,"Canteen @ Malcolm X College","1906 W VAN BUREN ST","CHICAGO","IL","60612","2","w_2_p_13","12","Retail Food Establishment",41.8763398833973,-87.674394506339,"(41.87633988339735, -87.67439450633901)",0,5.79463470319635,0,0,0,0,0,0,0,0,0,0,0.000556666666666667,44.8266666666667,12.5833333333333,0.613333333333333,1.74781456555279,1.59365663779928,0.0185591322769816
"126","1227243","1047168","Restaurant","Risk 1 (High)",2012-03-07,"Canvass","Pass",1,0,0,4,0,0,0,0,2,1,2006-11-16,2015-10-15,2011-10-03,2011-10-16,2013-10-15,"GAGE PARK CITCO & FOOD MART","2801 W 59TH ST","CHICAGO","IL","60629","16","w_16_p_35","8","Retail Food Establishment",41.7862960144104,-87.6936518260288,"(41.78629601441044, -87.69365182602883)",0,5.30958904109589,0,1,0,0,0,0,0,0,0,1,0,50.2666666666667,14.6366666666667,0.59,36.6463959795959,31.6765386033837,10.1246149221876
"127","1305305","1047168","Restaurant","Risk 1 (High)",2013-05-24,"Canvass","Pass",1,0,0,5,0,0,0,4,0.567123287671233,0,2006-11-16,2015-10-15,2011-10-03,2011-10-16,2013-10-15,"GAGE PARK CITCO & FOOD MART","2801 W 59TH ST","CHICAGO","IL","60629","16","w_16_p_35","8","Retail Food Establishment",41.7862960144104,-87.6936518260288,"(41.78629601441044, -87.69365182602883)",0,6.52317351598173,0,1,0,0,0,0,0,0,0,1,0.0129533333333333,68.6366666666667,14.3166666666667,0.75,40.9892737425144,10.8181996739878,25.8728094752137
"128","1166370","1047189","Grocery Store","Risk 3 (Low)",2013-08-20,"Canvass","Fail",0,0,1,1,0,0,0,3,2,0,2006-11-16,2015-11-15,2011-10-28,2011-11-16,2013-11-15,"FAMILY DOLLAR # 3952","4828 W IRVING PARK RD 3952 #","CHICAGO","IL","60641","45","w_45_p_31","16","Retail Food Establishment",41.9535135073988,-87.7484085088091,"(41.95351350739875, -87.74840850880908)",0,6.76426940639269,0,1,1,0,0,0,0,0,0,0,0,78.0833333333333,5.75,0.623333333333333,24.1510757345731,12.4244724752173,18.9801329195601
"131","1319550","10476","Restaurant","Risk 1 (High)",2013-05-20,"Canvass","Pass",1,0,0,3,0,0,1,5,0.553424657534247,0,2006-08-16,2013-07-15,2011-07-11,2011-07-16,2013-07-15,"EDWARDO'S NATURAL PIZZA","1321 E 57TH ST","CHICAGO","IL","60637","5","w_5_p_27","2","Retail Food Establishment",41.7913623233316,-87.5939437567741,"(41.79136232333156, -87.59394375677408)",0,6.76438356164384,0,0,0,0,0,0,0,0,0,0,0,72.0066666666667,6.62,0.596666666666667,0.22086937360334,5.04157720611705,5.6591102200046
"136","1196239","10488","Restaurant","Risk 1 (High)",2012-04-02,"Canvass","Fail",0,0,2,5,0,0,0,0,2,1,2006-08-16,2015-07-15,2011-06-30,2011-07-16,2013-07-15,"SIAM CAFE,THAI RESTAURANT","4712 N SHERIDAN RD 1ST","CHICAGO","IL","60640","46","w_46_p_4","19","Retail Food Establishment",41.9676443738206,-87.654949777814,"(41.967644373820626, -87.65494977781395)",0,5.63287671232877,0,0,0,0,0,0,0,0,0,0,0.00798666666666667,49.8566666666667,10.33,0.78,35.7154388547196,27.0644426375223,4.41311332071575
"138","1214237","10540","Grocery Store","Risk 2 (Medium)",2012-04-23,"Canvass","Pass w/ Conditions",0,1,0,4,0,0,3,2,1.46575342465753,0,2006-08-16,2015-07-15,2011-05-24,2011-07-16,2013-07-15,"VIET HOA PLAZA","1051 W ARGYLE ST  1","CHICAGO","IL","60640","48","w_48_p_55","20","Retail Food Establishment",41.9731740097832,-87.6569923349079,"(41.973174009783165, -87.65699233490794)",1,5.69041095890411,0,0,1,0,0,0,0,0,0,0,0.000276666666666667,47.9266666666667,15.5166666666667,0.623333333333333,36.8222079133059,51.1564291459077,3.49894741295247
"142","670386","10611","Restaurant","Risk 1 (High)",2012-02-10,"Canvass","Fail",0,0,1,4,0,0,1,8,0.89041095890411,0,2006-08-16,2015-07-15,2011-06-03,2011-07-16,2013-07-15,"TOKYO MARINA","5058-5060 N CLARK ST","CHICAGO","IL","60640","46","w_46_p_21","20","Retail Food Establishment",41.9741766284478,-87.668333208618,"(41.97417662844776, -87.66833320861801)",0,5.49052511415525,1,0,0,0,0,0,0,0,0,0,0,34.5866666666667,11.3733333333333,0.683333333333333,19.2537701225048,34.907827082533,13.6497210558444
