"","inspection_id","license_","facility_type","risk","inspection_date","inspection_type","results","pass_flag","criticalCount","seriousCount","minorCount","pastFail","pastCritical","pastSerious","pastMinor","timeSinceLast","firstRecord","minDate","maxDate","payment_date","license_start_date","expiration_date","doing_business_as_name","address","city","state","zip_code","ward","precinct","police_district","license_description","latitude","longitude","location","criticalFound","ageAtInspection","consumption_on_premises_incidental_activity","tobacco_retail_over_counter","limited_business_license","package_goods","outdoor_patio","public_place_of_amusement","tavern","retail_food_establishment","caterers_liquor_license","filling_station","precipIntensity","temperatureMax","windSpeed","humidity","heat_burglary","heat_sanitation","heat_garbage"
"42","1198909","1042702","Restaurant","Risk 1 (High)",2013-06-10,"Canvass","Fail",0,0,3,7,0,0,0,7,1.75342465753425,0,2006-05-16,2015-04-15,2013-04-12,2013-04-16,2015-04-15,"CROSSROADS PUBLIC HOUSE","2630 N CLARK ST","CHICAGO","IL","60614","43","w_43_p_45","19","Retail Food Establishment",41.9304120095948,-87.6438865291044,"(41.93041200959479, -87.6438865291044)",0,7.07397260273973,1,0,0,0,0,0,0,0,0,0,0,70.1733333333333,8.08333333333333,0.556666666666667,27.1515738944373,30.2819846538043,13.9184450279151
"44","539436","1042895","Restaurant","Risk 1 (High)",2011-09-21,"Canvass","Pass w/ Conditions",0,0,1,6,0,0,0,5,0.783561643835616,0,2006-02-16,2016-01-15,2010-01-15,2010-01-16,2012-01-15,"Skybridge Restaurant & Bar","11601 W TOUHY AVE CONCOURSE F T 2","CHICAGO","IL","60666","41","w_41_p_27","16","Retail Food Establishment",42.0085364008687,-87.9144284392705,"(42.008536400868735, -87.91442843927047)",0,5.59714611872146,1,0,0,0,0,0,0,0,0,0,0.00765,68.0533333333333,8.73,0.786666666666667,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000582038745554475,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000962069101424202,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000652078782289143
"46","1286201","1042895","Restaurant","Risk 1 (High)",2012-10-30,"Canvass","Pass",1,0,0,4,0,0,1,4,0.534246575342466,0,2006-02-16,2016-01-15,2012-01-09,2012-01-16,2014-01-15,"Skybridge Restaurant & Bar","11601 W TOUHY AVE CONCOURSE F T 2","CHICAGO","IL","60666","41","w_41_p_27","16","Retail Food Establishment",42.0085364008687,-87.9144284392705,"(42.008536400868735, -87.91442843927047)",0,6.70673515981735,1,0,0,0,0,0,0,0,0,0,0,47.6433333333333,17.7233333333333,0.583333333333333,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000993129391597522,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000161107151923972,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000392506489131502
"48","1227240","1042910","Restaurant","Risk 1 (High)",2012-05-07,"Canvass","Fail",0,1,1,7,0,0,0,5,0.991780821917808,0,2006-02-16,2016-01-15,2012-01-06,2012-01-16,2014-01-15,"VINCE'S PIZZA","6217 W 63RD ST","CHICAGO","IL","60638","23","w_23_p_39","8","Retail Food Establishment",41.7776453768713,-87.777065958365,"(41.77764537687134, -87.77706595836504)",1,6.22454337899543,1,0,0,0,0,0,0,0,0,0,0.01153,64.6733333333333,9.97,0.816666666666667,4.62510545301573,13.9072866739491,8.24765906801942
"49","1305256","1042910","Restaurant","Risk 1 (High)",2013-04-15,"Canvass","Pass",1,0,0,4,0,0,1,7,0.917808219178082,0,2006-02-16,2016-01-15,2012-01-06,2012-01-16,2014-01-15,"VINCE'S PIZZA","6217 W 63RD ST","CHICAGO","IL","60638","23","w_23_p_39","8","Retail Food Establishment",41.7776453768713,-87.777065958365,"(41.77764537687134, -87.77706595836504)",0,7.16426940639269,1,0,0,0,0,0,0,0,0,0,0.00074,55.42,13.7133333333333,0.65,8.78992345255177,1.84202411958397,27.5699852168612
"57","1335487","1043422","Restaurant","Risk 1 (High)",2013-05-10,"Canvass","Pass",1,0,0,6,0,0,0,3,0.449315068493151,0,2006-08-16,2015-06-15,2011-05-21,2011-06-16,2013-06-15,"EL RINCON NORTENO  INC","3300 W 55TH ST","CHICAGO","IL","60632","14","w_14_p_15","8","Retail Food Establishment",41.7935877284084,-87.7060683050953,"(41.79358772840839, -87.70606830509527)",0,6.73698630136986,1,0,0,0,0,0,0,0,0,0,0.00591,66.9833333333333,5.59666666666667,0.53,10.2641050099257,19.8510652470279,26.0018792777679
"61","1138668","1043583","Grocery Store","Risk 1 (High)",2012-12-05,"Canvass","Pass",1,0,0,5,0,0,0,5,1.19452054794521,0,2006-05-16,2015-03-15,2011-02-16,2011-03-16,2013-03-15,"Lake Shore Groceries","900 N LAKE SHORE DR","CHICAGO","IL","60611","42","w_42_p_5","18","Retail Food Establishment",41.8992809909197,-87.6188945123018,"(41.899280990919685, -87.61889451230181)",0,6.56175799086758,0,1,0,1,0,0,0,0,0,0,0.000466666666666667,63.8933333333333,11.79,0.703333333333333,2.78640416179875,0.675957273163978,0.0177249820714237
"65","614696","1043966","Restaurant","Risk 1 (High)",2012-01-17,"Canvass","Pass",1,0,0,4,0,0,0,7,1.8,0,2006-08-16,2015-07-15,2011-07-05,2011-07-16,2013-07-15,"PHO XE LUA","1021 W ARGYLE ST","CHICAGO","IL","60640","46","w_46_p_40","20","Retail Food Establishment",41.9731890542881,-87.6558371206224,"(41.973189054288056, -87.65583712062242)",0,5.42477168949772,0,0,0,0,0,0,0,0,0,0,0.000733333333333333,34.2433333333333,10.5433333333333,0.72,44.4665515983194,46.2277659656092,10.0688886094464
"68","1084439","1044092","Restaurant","Risk 1 (High)",2013-03-13,"Canvass","Pass",1,0,0,4,0,0,1,5,0.964383561643836,0,2006-08-16,2016-08-15,2012-08-13,2012-08-16,2014-08-15,"LALO  RESTAURANT","4126 W 26TH ST  1ST","CHICAGO","IL","60623","22","w_22_p_17","10","Retail Food Establishment",41.8443147018827,-87.7281799189661,"(41.84431470188272, -87.72817991896609)",0,6.57808219178082,1,0,0,0,0,0,0,0,0,0,0.00948,46.3733333333333,12.97,0.813333333333333,17.560585714488,25.1310995279326,29.8196834584964
"69","1188338","1044156","Restaurant","Risk 3 (Low)",2012-09-04,"Canvass","Pass",1,0,0,3,0,0,0,0,0.0328767123287671,0,2005-11-16,2015-09-15,2011-08-18,2011-09-16,2013-09-15,"ADMIRAL THEATRE","3940 W LAWRENCE AVE 1ST","CHICAGO","IL","60625","39","w_39_p_12","17","Retail Food Establishment",41.9683595431988,-87.7272665366083,"(41.968359543198794, -87.72726653660831)",0,6.80536529680365,0,0,0,0,0,1,0,0,0,0,0.00136666666666667,79.22,10.0633333333333,0.763333333333333,12.9824963992838,29.8551272786383,18.4340849532509
"70","1198283","1044305","Restaurant","Risk 1 (High)",2012-05-22,"Canvass","Pass",1,0,0,4,0,0,0,4,1.01643835616438,0,2006-08-16,2016-06-15,2010-05-13,2010-06-16,2012-06-15,"Kit Kat Lounge and Restaurant","3700 N HALSTED ST 1ST","CHICAGO","IL","60613","46","w_46_p_24","19","Retail Food Establishment",41.9491473374298,-87.6496898387485,"(41.94914733742978, -87.64968983874849)",0,5.76986301369863,1,0,0,0,0,0,0,0,0,0,0.00141666666666667,80.1633333333333,12.09,0.493333333333333,37.9944468345562,22.623482069654,12.2169705087603
"73","1198969","1044650","Grocery Store","Risk 1 (High)",2013-07-19,"Canvass","Pass",1,0,0,3,0,1,0,1,1.44383561643836,0,2006-02-16,2015-01-15,2012-12-31,2013-01-16,2015-01-15,"Costco Wholesale # 380","2746 N CLYBOURN AVE","CHICAGO","IL","60614","32","w_32_p_24","19","Retail Food Establishment",41.9310210057978,-87.6768640181342,"(41.93102100579779, -87.6768640181342)",0,7.42454337899543,0,1,0,1,0,0,0,0,0,1,0.00009,90.27,7.44,0.64,1.40128150662288,10.14079514842,7.0682991766565
"76","1335393","1044714","Restaurant","Risk 1 (High)",2013-05-08,"Canvass","Pass",1,0,0,1,0,0,0,2,1.28493150684932,0,2006-05-16,2015-05-15,2011-05-16,2011-05-16,2013-05-15,"CHIPOTLE MEXICAN GRILL","1166 N STATE ST  200","CHICAGO","IL","60610","42","w_42_p_36","18","Retail Food Establishment",41.9038356597319,-87.6288261074516,"(41.90383565973192, -87.6288261074516)",0,6.98356164383562,1,0,0,0,0,0,0,0,0,0,0,60.8366666666667,8.31666666666667,0.496666666666667,65.4484770883559,84.048803927766,3.20281435872529
"77","1360246","1044724","Restaurant","Risk 1 (High)",2013-08-13,"Canvass","Pass w/ Conditions",0,2,0,1,0,0,0,1,0.728767123287671,0,2006-05-16,2015-05-15,2013-04-10,2013-05-16,2015-05-15,"CHIPOTLE MEXICAN GRILL","291 E ONTARIO ST","CHICAGO","IL","60611","42","w_42_p_41","18","Retail Food Establishment",41.8932936765851,-87.6203928946912,"(41.89329367658513, -87.62039289469121)",1,7.24931506849315,1,0,0,0,0,0,0,0,0,0,0.00590666666666667,78.6633333333333,6.76,0.633333333333333,20.1389291587779,3.92267662453571,0.00251965308129595
"79","1198882","1044746","Restaurant","Risk 1 (High)",2013-05-23,"Canvass","Pass",1,0,0,3,0,0,0,3,2,0,2006-05-16,2015-04-15,2013-03-15,2013-04-16,2015-04-15,"SUSHI O SUSHI","346 W ARMITAGE AVE LOWER LEVEL","CHICAGO","IL","60614","43","w_43_p_17","18","Retail Food Establishment",41.9184404328039,-87.6382582856454,"(41.91844043280386, -87.63825828564545)",0,7.02465753424658,1,0,0,0,0,0,0,0,0,0,0.0238266666666667,79.7533333333333,12.65,0.676666666666667,2.66669375268773,10.4968397591413,32.6278296378265
"80","557670","1044752","Restaurant","Risk 1 (High)",2012-01-18,"Canvass","Fail",0,0,1,6,0,0,0,5,2,0,2006-02-16,2015-01-15,2011-01-06,2011-01-16,2013-01-15,"COCHIAROS PIZZA #2","4741 W FULLERTON AVE","CHICAGO","IL","60639","31","w_31_p_42","25","Retail Food Establishment",41.9241406349769,-87.7455293386497,"(41.92414063497689, -87.74552933864975)",0,5.92328767123288,0,0,0,0,0,0,0,0,0,0,0.00142666666666667,39.7133333333333,13.18,0.763333333333333,36.2970649255604,19.1902252126655,5.76265079908896
"83","679925","1044839","Restaurant","Risk 1 (High)",2012-04-13,"Canvass","Pass",1,0,0,5,0,1,0,5,0.750684931506849,0,2006-11-16,2015-11-15,2011-11-04,2011-11-16,2013-11-15,"LIL GUYS & MY PIE TOO","2010 N DAMEN AVE","CHICAGO","IL","60647","32","w_32_p_5","14","Retail Food Establishment",41.9181053424085,-87.6777805387856,"(41.91810534240852, -87.67778053878558)",0,5.41084474885845,0,0,0,0,0,0,0,0,0,0,0,49.44,10.3266666666667,0.473333333333333,29.9943319853151,22.8669645945743,9.17110571507369
"86","1343370","1044860","Restaurant","Risk 1 (High)",2013-07-18,"Canvass","Pass",1,0,0,4,0,0,0,8,1.45205479452055,0,2006-08-16,2016-08-15,2012-09-11,2012-08-16,2014-08-15,"TAQUERIA LOS GALLOS INC","4209-4211 W 26TH ST","CHICAGO","IL","60623","22","w_22_p_6","10","Retail Food Establishment",41.8440695834106,-87.7298074736743,"(41.844069583410565, -87.72980747367433)",0,6.92602739726027,0,0,0,0,0,0,0,0,0,0,0.000703333333333333,87.35,6.46666666666667,0.67,16.7957295336018,12.3762198320593,29.6920460518076
"87","1235294","1044933","Restaurant","Risk 1 (High)",2012-07-26,"Canvass","Pass w/ Conditions",0,2,0,4,0,1,0,4,1.53424657534247,0,2006-08-16,2015-08-15,2011-08-12,2011-08-16,2013-08-15,"FRANCESCA'S BRYN MAWR","1039 W BRYN MAWR AVE","CHICAGO","IL","60660","48","w_48_p_3","20","Retail Food Establishment",41.9835712308422,-87.6567539303426,"(41.98357123084218, -87.6567539303426)",1,5.94794520547945,1,0,0,0,0,0,0,0,0,0,0.00700333333333333,93.3766666666667,11.2666666666667,0.576666666666667,51.5446623999639,15.2932856811004,0.465465976303614
"88","1138397","1044967","Restaurant","Risk 1 (High)",2012-07-18,"Canvass","Pass",1,0,0,4,0,0,0,4,1,0,2006-05-16,2015-03-15,2011-03-13,2011-03-16,2013-03-15,"ALL SEAYSONED","454 N COLUMBUS DR 2ND","CHICAGO","IL","60611",NA,"w__p_","18","Retail Food Establishment",41.8902376580889,-87.6204431429501,"(41.890237658088935, -87.62044314295012)",0,6.17808219178082,0,0,0,0,0,0,0,0,0,0,0,93.2833333333333,8.92666666666667,0.54,14.8686785999273,4.86450609623069,0.00000257969295643145
"89","1174389","1044988","Grocery Store","Risk 1 (High)",2012-09-12,"Canvass","Pass",1,0,0,8,0,0,0,6,1.38630136986301,0,2006-08-16,2016-08-15,2012-08-10,2012-08-16,2014-08-15,"ZAVALA'S GROCERY STORE INC","2657 S KOLIN AVE","CHICAGO","IL","60623","22","w_22_p_6","10","Retail Food Establishment",41.8424234569744,-87.7328725676993,"(41.84242345697442, -87.73287256769933)",0,6.07945205479452,0,1,0,0,0,0,0,0,0,0,0.00165,75.91,10.3266666666667,0.586666666666667,8.43537414573613,12.7348526905991,12.0305941873942
"94","1084465","1045268","Restaurant","Risk 1 (High)",2013-03-27,"Canvass","Pass",1,0,0,5,0,0,0,6,0.536986301369863,0,2006-08-16,2016-08-15,2012-08-06,2012-08-16,2014-08-15,"LA CHAPPARITA GROCERY","2500 S WHIPPLE ST","CHICAGO","IL","60623","12","w_12_p_15","10","Retail Food Establishment",41.8462877524776,-87.7015619198992,"(41.846287752477586, -87.70156191989919)",0,6.61643835616438,0,1,0,0,0,0,0,0,0,0,0.0000966666666666667,36.89,15.64,0.646666666666667,28.4989211960164,17.3957207330702,20.8217732551011
"98","509399","1045365","Restaurant","Risk 1 (High)",2011-11-02,"Canvass","Pass",1,0,0,2,0,0,1,7,1.11780821917808,0,2006-08-16,2015-06-15,2011-05-25,2011-06-16,2013-06-15,"GOLDEN HEART RESTAURANT","4210 S ARCHER AVE 1ST","CHICAGO","IL","60632","14","w_14_p_26","9","Retail Food Establishment",41.8169352876571,-87.6998401387876,"(41.816935287657124, -87.6998401387876)",0,5.21643835616438,0,0,0,0,0,0,0,0,0,0,0.00158,59.05,10.2933333333333,0.653333333333333,10.1439666390136,18.0131854955477,42.7307765218901
"99","1202369","1045365","Restaurant","Risk 1 (High)",2012-07-23,"Canvass","Fail",0,0,1,4,0,0,0,2,0.723287671232877,0,2006-08-16,2015-06-15,2011-05-25,2011-06-16,2013-06-15,"GOLDEN HEART RESTAURANT","4210 S ARCHER AVE 1ST","CHICAGO","IL","60632","14","w_14_p_26","9","Retail Food Establishment",41.8169352876571,-87.6998401387876,"(41.816935287657124, -87.6998401387876)",0,5.93972602739726,0,0,0,0,0,0,0,0,0,0,0.00009,84.6766666666667,8.46666666666667,0.61,27.823803115274,18.5880397607526,41.3084401124713
"103","680160","1045391","Restaurant","Risk 1 (High)",2012-03-20,"Canvass","Pass",1,0,0,5,0,0,0,2,0.989041095890411,0,2006-11-16,2014-06-15,2010-06-14,2010-06-16,2012-06-15,"CHOLIES PIZZA","1601 E 53RD ST  1","CHICAGO","IL","60615","5","w_5_p_48","2","Retail Food Establishment",41.7994682678259,-87.5863950268373,"(41.79946826782593, -87.58639502683731)",0,5.34509132420091,0,0,0,0,0,0,0,0,0,0,0.000143333333333333,77.5933333333333,10.9566666666667,0.62,16.3424053388965,0.364183470753435,0.530358655313435
"104","1319496","1045391","Restaurant","Risk 1 (High)",2013-04-16,"Canvass","Pass",1,0,0,4,0,0,1,4,0.476712328767123,0,2006-11-16,2014-06-15,2012-06-05,2012-06-16,2014-06-15,"CHOLIES PIZZA","1601 E 53RD ST  1","CHICAGO","IL","60615","5","w_5_p_48","2","Retail Food Establishment",41.7994682678259,-87.5863950268373,"(41.79946826782593, -87.58639502683731)",0,6.41906392694064,0,0,0,0,0,0,0,0,0,0,0.00344666666666667,61.6966666666667,14.6466666666667,0.633333333333333,32.9670196786373,5.137475239187,2.85453598328284
"109","1202503","1045634","Restaurant","Risk 1 (High)",2012-11-07,"Canvass","Pass",1,0,0,4,0,0,3,6,1.64383561643836,0,2006-08-16,2015-06-15,2012-10-19,2011-06-16,2013-06-15,"ANGELO'S STUFFED PIZZA CORP","4850 S PULASKI RD","CHICAGO","IL","60632","14","w_14_p_28","8","Retail Food Establishment",41.8045251122108,-87.7236336047379,"(41.80452511221081, -87.72363360473794)",0,6.23299086757991,0,0,0,0,0,0,0,0,0,0,0.00121333333333333,43.0666666666667,7.82,0.72,12.8578426351638,6.44314255318403,10.1550096419326
"116","1353695","1046092","Restaurant","Risk 1 (High)",2013-07-16,"Canvass","Pass",1,0,0,2,0,0,0,5,0.989041095890411,0,2006-02-16,2016-02-15,2012-01-17,2012-02-16,2014-02-15,"THE GREEN DOOR","678 N ORLEANS ST","CHICAGO","IL","60654","42","w_42_p_68","18","Retail Food Establishment",41.8947091562269,-87.6372715049327,"(41.89470915622689, -87.63727150493268)",0,7.41632420091324,1,1,0,0,0,0,0,0,0,0,0.000613333333333333,81.5333333333333,7.11,0.66,42.3615456852198,10.2937983975503,0.00210359670928894
"120","1138793","1047059","Restaurant","Risk 1 (High)",2013-01-29,"Canvass","Pass",1,0,0,3,0,0,1,3,1.66301369863014,0,2006-05-16,2015-03-15,2011-03-07,2011-03-16,2013-03-15,"HOP HAUS","646 N FRANKLIN ST","CHICAGO","IL","60654","42","w_42_p_68","18","Retail Food Establishment",41.8937827773774,-87.6357793413821,"(41.89378277737744, -87.6357793413821)",0,6.71244292237443,1,0,0,0,0,1,0,0,0,0,0.00419666666666667,38.2466666666667,10.94,0.753333333333333,20.8941251062767,35.477418693716,0.941899347496108
"123","1106507","1047084","Restaurant","Risk 1 (High)",2013-04-19,"Canvass","Fail",0,2,1,8,0,2,0,10,1.71506849315068,0,2006-02-16,2015-02-15,2013-02-12,2013-02-16,2015-02-15,"USMANIA RESTAURANT","2253 W DEVON AVE","CHICAGO","IL","60659","50","w_50_p_32","24","Retail Food Establishment",41.9976684970207,-87.6871297021748,"(41.99766849702067, -87.68712970217481)",1,7.17522831050228,0,0,0,0,0,0,0,0,0,0,0.0304733333333333,54.4166666666667,11.66,0.786666666666667,8.51393046186453,36.8099567466477,3.62546181458111
